,question,golden_answer,answer,judge,model
364,who was hope brady's mother on days of our lives,Ciara Brady,"Hope Brady's mother on ""Days of Our Lives"" is Addie Horton Williams, played by Patricia Barry.",True,gpt4
365,what is the title of the person who runs the house of representatives,the Speaker of the House,The title of the person who runs the House of Representatives is the Speaker of the House.,True,gpt4
369,what is the most popular religion in sweden,Lutheran,"The most popular religion in Sweden is Christianity, specifically the Church of Sweden, which is a Lutheran denomination.",True,gpt4
371,who decides where the super bowl is played,The NFL owners,"The NFL owners decide where the Super Bowl is played. The league invites cities to submit proposals, and then the owners vote on the location.",True,gpt4
373,what does g stand for in ncis los angeles,Grisha,"In ""NCIS: Los Angeles,"" the character G. Callen's first name is Grisha.",True,gpt4
374,cls bank deals with transactions arising out of,foreign exchange market,"CLS Bank (Continuous Linked Settlement Bank) deals with transactions arising out of foreign exchange trades, specifically providing settlement services for its member banks.",True,gpt4
375,who is in charge of ratifying treaties in the us,the Executive branch,"In the United States, the Senate is in charge of ratifying treaties. A two-thirds majority vote is required for ratification.",True,gpt4
377,days of our lives cast doug and julie,Susan Seaforth Hayes,"Doug and Julie Williams are characters on the soap opera ""Days of Our Lives."" Doug is portrayed by Bill Hayes, and Julie is portrayed by Susan Seaforth Hayes.",True,gpt4
378,who sang i'm gonna run away from you,Tami Lynn,"Tami Lynn sang the song ""I'm Gonna Run Away From You.""",True,gpt4
379,who plays whitey bulger's girlfriend in black mass,actress Dakota Johnson,"Dakota Johnson plays Lindsey Cyr, Whitey Bulger's girlfriend, in the movie ""Black Mass.""",True,gpt4
380,who came up with popcorn at the movies,Glen W. Dickson,"Popcorn at the movies became popular during the Great Depression in the United States. It was a cheap and easily accessible snack. However, there isn't a specific person credited with introducing popcorn at the movies.",False,gpt4
381,what are the two extracellular fluid compartments in the body,transcellular,The two extracellular fluid compartments in the body are the interstitial fluid (fluid between cells) and the blood plasma (fluid portion of blood).,True,gpt4
382,what emperor took over france after the reign of terror,Napoleon,"After the Reign of Terror in France, the rise of Napoleon Bonaparte led to him eventually becoming the Emperor of the French in 1804.",True,gpt4
383,how many episodes of touching evil are there,16,"There are three different television series titled ""Touching Evil."" The UK version (1997-1999) has 16 episodes, the US version (2004) has 12 episodes, and the Indian version (2018) has 8 episodes.",True,gpt4
384,what was the result of the revolt of 1857,British victory,"The result of the Revolt of 1857, also known as the Indian Rebellion of 1857 or the First War of Independence, was the end of the British East India Company's rule in India. The British government took direct control, and India became a British colony.",True,gpt4
385,who sang the song a white sports coat and a pink carnation,Marty Robbins,"Marty Robbins sang the song ""A White Sport Coat (and a Pink Carnation).""",True,gpt4
386,cast of the have and have nots play,Tony Hightower as Frank,"The cast of the play ""The Haves and the Have Nots"" includes Patrice Lovely, Palmer Williams Jr., and Tony Hightower, among others. Please note that this is different from the TV show of the same name.",True,gpt4
387,who wrote shes always a woman to me,Billy Joel,"Billy Joel wrote and performed the song ""She's Always a Woman to Me.""",True,gpt4
390,where does new crust come from in sea floor spreading,basaltic magma,"New crust comes from the mid-ocean ridges in the process of seafloor spreading. Molten magma from the Earth's mantle rises up and solidifies, forming new oceanic crust.",True,gpt4
391,where was the first high level language operating system created,at IBM,"The first high-level language operating system, called Master Control Program (MCP), was created at Burroughs Corporation in the early 1960s.",False,gpt4
392,who played shaggy in the new scooby doo movie,Matthew Lyn Lillard,"In the 2020 film ""Scoob!"", Will Forte voiced the character of Shaggy. If you're referring to the live-action movies, Matthew Lillard played Shaggy in ""Scooby-Doo"" (2002) and ""Scooby-Doo 2: Monsters Unleashed"" (2004).",True,gpt4
393,what is the ultimate objective of finullcial management,Profit maximization,The ultimate objective of finullcial management is to maximize shareholder wealth or the value of the firm while managing finullcial risks.,True,gpt4
395,which animal on earth has the longest life span,tortoise,"The ocean quahog, a type of clam, has one of the longest lifespans of any known animal. Some have been found to live over 500 years.",False,gpt4
396,where do you get a cashiers check from,a bank,"You can get a cashier's check from a bank or credit union. They are typically used for large transactions, and the funds are guaranteed by the issuing finullcial institution.",True,gpt4
397,how many episodes in great british bake off 2017,10,"There were 10 episodes in the 2017 series of ""The Great British Bake Off.""",True,gpt4
398,who played guitar on my guitar gently weeps,Eric Clapton,"Eric Clapton played the guitar on ""While My Guitar Gently Weeps,"" a song by The Beatles from their 1968 White Album.",True,gpt4
399,what state does rick and morty take place in,Washington,"""Rick and Morty"" does not explicitly mention the state in which the show takes place. However, it is suggested that the Smith family resides in a suburban area in the United States.",False,gpt4
401,when does nathan get in a car accident,The Show Must Go On,"If you are referring to Nathan Scott from the TV show ""One Tree Hill,"" he gets into a car accident in Season 4, Episode 9, titled ""Some You Give Away.""",False,gpt4
402,who has the most subscribers in faze clan,FaZe Rug,"As of my knowledge cut-off date in September 2021, FaZe Rug (Brian Awadis) had the most subscribers in the FaZe Clan. Subscriber counts may have changed since then.",True,gpt4
403,the removal of temperature in fire fighting method is known as,cooling,"The removal of temperature in fire fighting is known as ""cooling."" Cooling involves reducing the heat of the fire, often by applying water or other extinguishing agents, to help control or extinguish the fire.",True,gpt4
404,the witch and the hundred knight 2 us release,"March 27, 2018","""The Witch and the Hundred Knight 2"" was released in the United States on March 27, 2018.",True,gpt4
405,who was in dont worry be happy video,Bill Irwin,"In the music video for ""Don't Worry, Be Happy"" by Bobby McFerrin, actor Robin Williams and comedian Bill Irwin make appearances.",True,gpt4
407,who is the original singer of just when i needed you most,Randy VanWarmer,"The original singer of ""Just When I Needed You Most"" is Randy VanWarmer. He released the song in 1979.",True,gpt4
408,where is the highest level of fluoride stored in the teeth,surface of the enamel,"The highest level of fluoride is stored in the enamel, the outermost layer of the teeth. Fluoride helps strengthen the enamel and makes it more resistant to tooth decay.",True,gpt4
409,ganglion axons forming the optic nerve run to the,pretectal nucleus,"Ganglion axons forming the optic nerve run to the brain, specifically the lateral geniculate nucleus in the thalamus, where the visual information is processed before being transmitted to the primary visual cortex.",True,gpt4
412,where do peaches come from in the us,other states,"Peaches are grown in various regions across the United States, but the largest peach-producing states are California, South Carolina, and Georgia.",True,gpt4
413,when did they stop putting lead in paint,1992,The U.S. Consumer Product Safety Commission (CPSC) banned the use of lead-based paint in residential properties in 1978.,False,gpt4
414,what breed of dog is the teddy bear dog,Zuchon,"The Teddy Bear dog is not a specific breed but a hybrid, usually a cross between the Bichon Frise and the Shih Tzu. They are also sometimes called ""Zuchon"" or ""Shichon.""",True,gpt4
415,when did the battles of lexington and concord happen,"April 19, 1775","The Battles of Lexington and Concord happened on April 19, 1775.",True,gpt4
416,who won the 1st battle of bull run,Confederate victory,The Confederates won the First Battle of Bull Run (also known as the First Battle of Manassas) during the American Civil War.,True,gpt4
417,what is the name of the under butler in downton abbey,Charles Carson,"The name of the under butler in Downton Abbey is Thomas Barrow, played by actor Rob James-Collier.",False,gpt4
419,who was appointed to manage the national recovery administration,Hugh S. Johnson,Hugh S. Johnson was appointed to manage the National Recovery Administration (NRA) during the Great Depression.,True,gpt4
420,how oxygenated blood returns to the heart from the lungs,pulmonary circulation,"Oxygenated blood returns to the heart from the lungs through the pulmonary veins, which carry the blood to the left atrium of the heart.",True,gpt4
423,who plays jill bigelow in line of duty,Polly Walker,"Jill Bigelow in ""Line of Duty"" is played by actress Polly Walker.",True,gpt4
425,who won best boy band i heart radio music awards,BTS,"The iHeartRadio Music Awards' ""Best Boy Band"" category might have different winners depending on the year. Please specify the year to receive accurate information.",False,gpt4
426,where was the statue of liberty originally built,Paris,The Statue of Liberty was originally built in France. It was designed by French sculptor Frédéric Auguste Bartholdi and constructed by Gustave Eiffel before being shipped to New York City in 1885.,True,gpt4
427,what language is the olympic anthem sang in,Greek,"The Olympic Anthem is usually sung in the original Greek, as it was composed by Greek poet Kostis Palamas and set to music by Spyridon Samaras.",True,gpt4
429,when does kc undercover season 3 episode 10 air,"November 10, 2017","KC Undercover Season 3 Episode 10 aired on July 14, 2017.",False,gpt4
430,where does the ohio river and the mississippi river meet,"Cairo, Illinois","The Ohio River and the Mississippi River meet near Cairo, Illinois.",True,gpt4
431,who was the actor that played ben stone on law and order,Michael Moriarty,"Benjamin ""Ben"" Stone is a character from ""Law & Order"" played by actor Michael Moriarty.",True,gpt4
432,where do the phaeacians live in the odyssey,Scheria,"In the Odyssey, the Phaeacians live on the island of Scheria.",True,gpt4
433,who invented the glasses that give sight to the blind,2006,"While no one person invented glasses that give sight to the blind, Louis Braille, a blind Frenchman, developed the Braille system in the 1820s, which allows blind individuals to read and write using a tactile writing system.",False,gpt4
434,when do we find out luke and leia are siblings,Return of the Jedi,"We find out that Luke and Leia are siblings in the movie ""Star Wars: Episode VI - Return of the Jedi,"" released in 1983.",True,gpt4
435,who wrote the original little red riding hood story,Charles Perrault,"The origins of the Little Red Riding Hood story can be traced back to European folktales dating back centuries, with no single author. However, the version most people are familiar with today was adapted by Charles Perrault in the late 17th century and later by the Brothers Grimm in the early 19th century.",True,gpt4
436,what are the four main types of precipitation,sleet,"The four main types of precipitation are rain, snow, sleet, and hail.",True,gpt4
437,who won the men's ice skating 2018,Yuzuru Hanyu,Yuzuru Hanyu from Japan won the gold medal in men's figure skating at the 2018 Winter Olympics.,True,gpt4
439,which is the fastest train in india and what is its speed,Gatiman,"As of my knowledge cutoff date in September 2021, the fastest train in India is the Vande Bharat Express, also known as Train 18. It has a top speed of around 180 km/h (110 mph). However, please note that there could be updates or new developments in train technology since then.",False,gpt4
440,who are the permanent member of un security council,China,"The United Nations Security Council has five permanent members, often referred to as the P5. These are:

China
France
Russia
United Kingdom
United States
These countries hold special veto power over substantive resolutions in the UN Security Council, allowing them to block any resolution they disagree with.",True,gpt4
442,what is the average height of a chinese man,5 ft 6 in,"The average height of a Chinese man is around 5 feet 7 inches (170 cm). However, this can vary depending on factors like region, age, and health.",False,gpt4
444,which abbott and costello movie has who on first,The Naughty Nineties,"The famous ""Who's on First?"" routine is not from an Abbott and Costello movie but rather originated in their stage and radio performances. However, it was later included in the 1945 film ""The Naughty Nineties.""",True,gpt4
445,who does the voice of the beast in the new movie,Dan Stevens,"I cannot provide the name of the voice actor for the Beast in the new movie, as my knowledge is up-to-date only until September 2021, and the specific movie you're referring to may have been released afterward.",False,gpt4
446,when did the first wireless beats come out,October 2012,"The first wireless Beats headphones, the Beats Studio Wireless, were released in December 2013.",False,gpt4
448,who wrote the song be thankful for what you got,William DeVaughn,"The song ""Be Thankful for What You Got"" was written by William DeVaughn. It was first released in 1974 on his album of the same name.",True,gpt4
449,where did they film the show the crossing,"British Columbia, Canada","""The Crossing"" is a TV series that aired on ABC from 2018 to 2018. It was filmed in British Columbia, Canada, with locations including Steveston Village and Ladner Village.",True,gpt4
450,when was the movie cool hand luke made,1967,"The movie ""Cool Hand Luke"" was released in 1967.",True,gpt4
451,who says that which we call a rose,Juliet,"The quote ""That which we call a rose"" is from William Shakespeare's play ""Romeo and Juliet."" The full quote is, ""That which we call a rose, by any other name would smell as sweet.""",True,gpt4
452,who proposed the first accurate model of dna,Watson,James Watson and Francis Crick proposed the first accurate model of the DNA double helix structure in 1953.,True,gpt4
455,when did congress passes legislation to fund the national cancer institute,"August 5, 1937","Congress passed the National Cancer Act, which led to the creation of the National Cancer Institute, in 1971. The act was signed into law by President Richard Nixon on December 23, 1971.",False,gpt4
457,who is the cast of despicable me 3,Steve Carell,"The main cast of ""Despicable Me 3"" includes Steve Carell as Gru and Dru, Kristen Wiig as Lucy Wilde, Trey Parker as Balthazar Bratt, Miranda Cosgrove as Margo, Dana Gaier as Edith, and Nev Scharrel as Agnes.",True,gpt4
458,who wrote put your hand in the hand of the man who stilled the water,Gene MacLellan,"""Put Your Hand in the Hand"" is a gospel song written by Gene MacLellan. It was first recorded by Canadian band Ocean and released as a single in 1971.",True,gpt4
459,who presides over the joint sessions of parliament,President,"In countries with a parliamentary system, joint sessions of parliament are typically presided over by the Speaker of the Lower House or the President of the Upper House, depending on the country's specific procedures and protocols.",True,gpt4
460,who was the president of pakistan during 1971 war,President Yahya Khan,The President of Pakistan during the 1971 war was Yahya Khan.,True,gpt4
461,who is the girl in the hinder video lips of an angel,Emmanuelle Chriqui,"The girl in the Hinder music video for ""Lips of an Angel"" is Emmanuelle Chriqui.",True,gpt4
462,who helped the british in the french and indian war,Cherokee,"During the French and Indian War (1754-1763), various Native American tribes helped the British, such as the Iroquois Confederacy. However, alliances shifted throughout the war, and some tribes also supported the French.",True,gpt4
463,which animal is the carrier of the h1n1 virus,Pig,"The H1N1 virus, commonly known as swine flu, is primarily transmitted through pigs. However, it can also infect humans and other animals.",True,gpt4
464,which type of fire detector uses the effect of smoke on a light source and photo-electric cell,optical smoke detector,"A photoelectric smoke detector is a type of fire detector that uses the effect of smoke on a light source and a photoelectric cell. When smoke enters the detection chamber, it scatters the light, which then strikes the photoelectric cell and triggers the alarm.",True,gpt4
465,when did the romanticism period start and end,1780–1830,"The Romanticism period in literature, art, and music is generally considered to have started around the late 18th century (circa 1800) and ended in the mid-19th century (circa 1850). However, the exact dates may vary depending on the specific country and artistic movement.",False,gpt4
466,who sings ive loved you for a thousand years,Christina Perri,"Christina Perri sings the song ""A Thousand Years,"" which was featured on the soundtrack of the movie ""The Twilight Saga: Breaking Dawn – Part 1"" (2011).",True,gpt4
468,who stole the mona lisa from the louvre in 1911,Vincenzo Peruggia,"The Mona Lisa was stolen from the Louvre in 1911 by Vincenzo Peruggia, an Italian handyman who had previously worked at the museum. The painting was recovered in 1913 after Peruggia attempted to sell it in Florence, Italy.",True,gpt4
470,who sings far from the home i love in fiddler on the roof,Hodel,"In the original 1964 Broadway production of ""Fiddler on the Roof,"" the song ""Far From the Home I Love"" was sung by the character Hodel, played by Julia Migenes. In the 1971 film adaptation, the song is performed by Rosalind Harris as Hodel.",True,gpt4
471,when did billy don't be a hero come out,1974,"""Billy, Don't Be a Hero"" was released in 1974. The song was recorded by both Paper Lace and Bo Donaldson and The Heywoods. The latter version became a hit in the United States.",True,gpt4
472,who is mowgli's main enemy in the jungle book,Shere Khan,"Mowgli's main enemy in ""The Jungle Book"" by Rudyard Kipling is the Bengal tiger named Shere Khan.",True,gpt4
473,when did the tradition of self government began in america,1783,"The tradition of self-government in America began with the establishment of colonial governments in the 17th century. For instance, the Mayflower Compact, signed by the Pilgrims in 1620, is often considered one of the earliest examples of self-governullce in the American colonies.",False,gpt4
474,who wrote somewhere there's a place for us,Stephen Sondheim,"""Somewhere (There's a Place for Us)"" is a song from the 1957 musical ""West Side Story."" It was composed by Leonard Bernstein with lyrics by Stephen Sondheim.",True,gpt4
475,actor who played caesar in dawn of the planet of the apes,Andy Serkis,"The actor who played Caesar in ""Dawn of the Planet of the Apes"" (2014) is Andy Serkis.",True,gpt4
476,what information is displayed in clear text from the ftp header,all transmissions,"In an FTP (File Transfer Protocol) header, information such as the command (e.g., GET, PUT, LIST), file name, and file size can be displayed in clear text. FTP does not provide any inherent encryption, which means that data transmitted via FTP can be intercepted and read by third parties.",True,gpt4
477,what is the name of son of lord krishna,Pradyumna,"Lord Krishna had several sons, but his most well-known son is Pradyumna, who is considered an incarnation of the deity Kamadeva.",True,gpt4
478,who is considered as architect of india constitution,B. R. Ambedkar,"Dr. B.R. Ambedkar is considered the chief architect of the Indian Constitution. As the chairman of the drafting committee, he played a pivotal role in the creation and adoption of the Constitution after India gained independence from British rule.",True,gpt4
479,who sang with eternal on i wanna be the only one,BeBe Winulls,"BeBe Winulls sang with Eternal on the song ""I Wanna Be the Only One,"" which was released in 1997.",True,gpt4
481,what is the name of the gap between two front teeth,diastema (plural diastemata),The gap between two front teeth is called a diastema.,True,gpt4
484,how many steps does the cn tower have,"2,579 steps","The CN Tower in Toronto, Canada, has 1,776 steps from the ground floor to the SkyPod observation level. The annual CN Tower Climb for United Way, a charity event, allows participants to climb these stairs.",False,gpt4
485,when did south sudan join east african community,April 2016,"South Sudan became a member of the East African Community (EAC) on April 15, 2016.",True,gpt4
486,when did cricket go to 6 ball overs,1979,"The standardization of cricket overs to six balls occurred in 1979. Prior to that, the number of balls per over varied depending on the country, with some places using eight-ball overs and others using four, five, or six-ball overs.",True,gpt4
487,who votes in the speaker of the house,The House of Representatives,"In the United States, members of the House of Representatives vote to elect the Speaker of the House. This typically occurs at the beginning of each new session of Congress.",True,gpt4
488,who plays steve's wife on my three sons,Beverly Garland,"Meredith MacRae played Sally, Steve's wife, on the TV series ""My Three Sons."" Steve Douglas, the main character, was portrayed by Fred MacMurray.",False,gpt4
489,the chinese dragons are protectors of how many seas diggy,Four Seas,"The Chinese dragon mythology does not specifically mention the dragons as protectors of a certain number of seas. The Chinese dragons are traditionally associated with water, including rivers, seas, and rain, and are considered symbols of power, strength, and good luck.",False,gpt4
491,who was the first to say i'm going to disney world,Jeana Yeager,"The first person to say ""I'm going to Disney World"" was New York Giants quarterback Phil Simms, after winning the Super Bowl XXI in 1987. This phrase became a part of Disney's famous advertising campaign.",True,gpt4
492,who signed the largest on the declaration of independence,John Hancock,"John Hancock signed the largest on the Declaration of Independence. As the President of the Continental Congress, his signature was the first and most prominent on the document.",True,gpt4
494,all time highest goal scorer in spain national team,David Villa,"As of my knowledge cutoff in September 2021, David Villa was the all-time highest goal scorer for the Spain national football team with 59 goals. Please note that this information may be outdated and should be verified with a more recent source.",True,gpt4
495,where did the book small steps take place,"Austin, Texas","The book ""Small Steps,"" written by Louis Sachar, is a sequel to ""Holes"" and primarily takes place in Austin, Texas.",True,gpt4
497,who has won 2017 women's singles korean open series badminton championship,P. V. Sindhu,"In 2017, the Women's Singles title at the Korean Open Badminton Championships was won by P.V. Sindhu of India.",True,gpt4
498,how many episodes are in season 7 of pretty little liars,20,"There are 20 episodes in Season 7 of ""Pretty Little Liars.""",True,gpt4
499,where did the term 'robot' come from,Czech,"The term ""robot"" comes from the Czech word ""robota,"" which means ""forced labor"" or ""drudgery."" The word ""robot"" was first introduced by Czech playwright Karel Čapek in his 1920 play ""R.U.R."" (Rossum's Universal Robots). In the play, robots were artificially created humanoid workers designed to perform tasks on behalf of humans. The concept of robots as we understand them today – as machines capable of carrying out tasks autonomously – has since evolved from this early depiction in literature.",True,gpt4
501,where is south pole located on a map,on the continent of Antarctica,"Where is South Pole located on a map: The South Pole is located at the southernmost point of Earth, with the geographical coordinates of 90°S latitude and no longitude.",True,gpt4
502,prior to 1948 north and south vietnam were a part of,France,"Prior to 1948 North and South Vietnam: Before 1948, Vietnam was a part of French Indochina.",True,gpt4
503,wal-mart is a prime example of which type organization,multinational retail corporation,Wal-Mart is a prime example of which type of organization: Wal-Mart is a prime example of a multinational retail corporation.,True,gpt4
505,when does star trek discovery season 1 end,"February 11, 2018","When does Star Trek Discovery Season 1 end: Star Trek: Discovery Season 1 ended on February 11, 2018.",True,gpt4
506,who is the director of nightmare before christmas,Henry Selick,"Director of Nightmare Before Christmas: ""The Nightmare Before Christmas"" was directed by Henry Selick, though it's often associated with Tim Burton, who produced and conceived the story.",True,gpt4
507,how many episodes is ash vs evil dead season 3,10,"Episodes in Ash vs Evil Dead Season 3: ""Ash vs Evil Dead"" Season 3 has 10 episodes.",True,gpt4
508,when was the term social justice first used,the 1840s,"When was the term social justice first used: The term ""social justice"" has its origins in the 1840s, related to Catholic social teaching.",True,gpt4
509,big bang theory season 11 how many episodes,14,"Big Bang Theory Season 11 how many episodes: ""The Big Bang Theory"" Season 11 has 24 episodes.",False,gpt4
510,when did it become law to stand for the national anthem,"June 22, 1942","When did it become law to stand for the national anthem: As of my last update in 2021, in the U.S., there's no federal law requiring individuals to stand during the national anthem. However, some countries might have their own rules or customs.",False,gpt4
512,how many gold medals won by india in 2018 commonwealth games,26,Gold medals won by India in 2018 Commonwealth Games: India won 26 gold medals in the 2018 Commonwealth Games.,True,gpt4
513,who changed the role of the first lady,Dolley Madison,"Who changed the role of the first lady: Many U.S. First Ladies have influenced and expanded the role over time. Notably, Eleanor Roosevelt greatly expanded the role of the First Lady in the 20th century with her activism.",False,gpt4
516,who played the girl in silence of the lambs,Masha Skorobogatov,"Who played the girl in Silence of the Lambs: Jodie Foster played the role of Clarice Starling in ""The Silence of the Lambs"".",True,gpt4
517,what is the name of the compound p4010,Phosphorus pentoxide,"Name of the compound P4010: As of 2021, P4O10 is the chemical formula for tetraphosphorus decoxide, commonly known as phosphorus pentoxide.",True,gpt4
518,what is a home run with a girl,"""full"" sexual intercourse","What is a home run with a girl: The term ""home run"" traditionally refers to baseball, meaning hitting the ball out of the park. In slang, especially in American dating culture, a ""home run"" refers to full sexual intercourse. The metaphor is often used in the context of ""base"" analogies in dating.",False,gpt4
519,who owns spirit of the suwannee music park,The Cornett family,"Who owns Spirit of the Suwannee Music Park: As of my last update in 2021, the Spirit of the Suwannee Music Park is owned by the Cornett family.",True,gpt4
520,who invented the first home video security system,her husband Albert Brown,Who invented the first home video security system: Marie Van Brittan Brown invented the first home security system in 1966.,True,gpt4
521,when will the 2018 oscar nominations be announced,"January 23, 2018","When will the 2018 Oscar nominations be announced: The 2018 Oscar nominations were announced on January 23, 2018.",True,gpt4
522,when is the new dumping ground coming out 2017,15 December 2017,"When is the new Dumping Ground coming out 2017: Exact release dates can vary, but ""The Dumping Ground"" had episodes that aired throughout 2017. You might want to refer to a TV guide or the BBC's official announcements for specifics.",False,gpt4
523,who is under the mask of darth vader,Anakin Skywalker,"Who is under the mask of Darth Vader: James Earl Jones provided the voice for Darth Vader, while David Prowse was the actor in the suit for the original ""Star Wars"" trilogy.",False,gpt4
524,who plays justin on the haves and the have nots,Nicholas James,Who plays Justin on The Haves and the Have Nots: Justin is played by Nicholas J. Muscarella.,True,gpt4
525,who was the qb for the saints before drew brees,Aaron Brooks,Who was the QB for the Saints before Drew Brees: Aaron Brooks was the primary starting quarterback for the New Orleans Saints before Drew Brees.,True,gpt4
526,when was harry potter and the philosophers stone published,in 1997,"When was Harry Potter and the Philosopher's Stone published: ""Harry Potter and the Philosopher's Stone"" was published on June 26, 1997, in the UK.",True,gpt4
527,who is the father of genetics and what did he study,the common edible pea,Who is the father of genetics and what did he study: Gregor Mendel is known as the father of genetics. He studied inheritance patterns in pea plants.,True,gpt4
528,who played the judge in good will hunting,James P. Flynn,Who played the judge in Good Will Hunting: The judge was played by George Plimpton.,False,gpt4
529,what state did they film daddy's home 2,"Great Barrington, Massachusetts","What state did they film Daddy's Home 2: ""Daddy's Home 2"" was primarily filmed in Massachusetts.",True,gpt4
530,where was the first session of the assam association held in1905,Guwahati,Where was the first session of the Assam Association held in 1905: The first session of the Assam Association was held in Dibrugarh in 1905.,False,gpt4
531,who proved that cells come from other cells,Matthias Schleiden,"Who proved that cells come from other cells: Rudolf Virchow proposed the idea with his statement ""Omnis cellula e cellula,"" meaning ""Every cell arises from another cell.""",True,gpt4
532,who sang the song with reba does he love you,Linda Davis,"Who sang the song with Reba ""Does He Love You"": Linda Davis sang ""Does He Love You"" as a duet with Reba McEntire.",True,gpt4
533,referring to the organs of reproduction is called,Reproductive system,Referring to the organs of reproduction is called: Genitalia.,True,gpt4
534,what is the source of information for account receivables,invoices,What is the source of information for account receivables: The primary source of information for account receivables can be sales invoices issued by a business to its customers.,True,gpt4
535,who sings the song i'll never forget you,Mariah Carey,"Who sings the song ""I'll Never Forget You"": There are several songs with that title by different artists. One of the popular ones is by Birdy. Another is by Noisettes.",True,gpt4
536,skin that covers the palms fingertips and soles of the feet,stratum lucidum,"Skin that covers the palms, fingertips, and soles of the feet: This type of skin is known as ""glabrous skin.""",False,gpt4
537,who dies in the lost city of z,Manley,"Who dies in The Lost City of Z: The story revolves around Percy Fawcett, who disappeared while searching for the ""Lost City of Z"" in the Amazon. The exact fate of Fawcett and his team remains a mystery.",False,gpt4
538,where do the astros play for spring training,Osceola County Stadium,"Where do the Astros play for spring training: As of my last update in 2021, the Houston Astros hold their spring training at the FITTEAM Ballpark of the Palm Beaches in West Palm Beach, Florida.",True,gpt4
540,who sang it my party and i'll cry if i want to in the 80,Barbara Gaskin,"Who sang ""It's My Party"" in the '80s: The original version of ""It's My Party"" was sung by Lesley Gore in 1963. Dave Stewart and Barbara Gaskin had a hit with a cover of the song in the 1980s.",True,gpt4
542,where does hydrogen peroxide come from in the body,nearly all living cells,"Where does hydrogen peroxide come from in the body: Hydrogen peroxide (H2O2) is produced in the body as a byproduct of various metabolic processes, especially as a result of the dismutation of superoxide anions by the enzyme superoxide dismutase.",True,gpt4
544,where does the eurostar train arrives in london,St Pancras International,Where does the Eurostar train arrive in London: The Eurostar arrives at and departs from St Pancras International Station in London.,True,gpt4
545,what is the main religion in british columbia,Protestant,"What is the main religion in British Columbia: Christianity is the predominullt religion in British Columbia, with Protestantism being the largest denomination, followed by Roman Catholicism.",True,gpt4
546,krypton-85 decays by emission of a beta particle. the product of this decay is,rubidium-85,Krypton-85 decays by emission of a beta particle. The product of this decay is: Rubidium-85.,True,gpt4
547,who sings every light in the house is on,Trace Adkins,"Who sings ""Every Light in the House Is On"": This song is sung by Trace Adkins.",True,gpt4
548,who was the leader of the soviet union when the berlin wall was built,Khrushchev,Who was the leader of the Soviet Union when the Berlin Wall was built: The Berlin Wall was constructed in 1961. Nikita Khrushchev was the leader of the Soviet Union at that time.,True,gpt4
550,who developed the central processing unit (cpu),John von Neumann,"Who developed the Central Processing Unit (CPU): The concept of a central processing unit can be traced back to the 1960s when computer companies like IBM began developing the architecture for what would become the modern CPU. It's hard to pinpoint one individual as the ""inventor"" because the development was a collective effort.",False,gpt4
551,what is a another name for the water cycle,the hydrological cycle,Another name for the water cycle: The hydrologic cycle.,True,gpt4
553,who invented the printing press and in what year,the German Johannes Gutenberg,Who invented the printing press and in what year: Johannes Gutenberg is credited with inventing the movable-type printing press around 1440.,True,gpt4
554,who plays the queen in victoria and abdul,Judi Dench,"Who plays the queen in ""Victoria and Abdul"": Judi Dench plays Queen Victoria in ""Victoria and Abdul"".",True,gpt4
555,where is the hotel used in the movie the shining,The Stanley Hotel,"Where is the hotel used in the movie ""The Shining"": The exterior of the Overlook Hotel in Stanley Kubrick's ""The Shining"" was filmed at the Timberline Lodge on Mount Hood in Oregon. However, Stephen King's inspiration for the novel was the Stanley Hotel in Estes Park, Colorado.",True,gpt4
556,where in the bible are the 12 disciples,Acts 1:13,"Where in the Bible are the 12 disciples: The 12 disciples, also known as apostles, are primarily listed in the New Testament of the Bible in Matthew 10:2-4, Mark 3:16-19, and Luke 6:13-16.",False,gpt4
557,who is the first indian woman to be canonized as a saint,Saint Alphonsa,"Who is the first Indian woman to be canonized as a saint: The first Indian woman to be canonized as a saint is Saint Alphonsa of the Immaculate Conception, canonized in 2008.",True,gpt4
558,what is the meaning of the harp in ireland,the arms of Ireland,"What is the meaning of the harp in Ireland: The harp is a symbol of Ireland, representing its distinct cultural identity and history. It has been used as a symbol of Ireland since the medieval period and can be found on the Presidential Seal and various official documents, as well as on the reverse of Irish euro coins.",False,gpt4
559,what is the origin of the word celsius,the Swedish astronomer Anders Celsius,"Origin of the word ""Celsius"": The term ""Celsius"" is named after Anders Celsius, a Swedish astronomer who proposed a temperature scale in which 0 represented the boiling point of water and 100 its freezing point. Later, the scale was reversed to its current form.",True,gpt4
560,who plays lindsay denton in line of duty,Keeley Clare Julia Hawes,"Who plays Lindsay Denton in ""Line of Duty"": Lindsay Denton is played by Keeley Hawes.",True,gpt4
561,when was hitchhiker's guide to the galaxy made,2005,"When was ""Hitchhiker's Guide to the Galaxy"" made: The original radio drama of ""The Hitchhiker's Guide to the Galaxy"" by Douglas Adams was first broadcast in 1978. It was later adapted into a series of novels, a TV series, a video game, and a 2005 film.",True,gpt4
562,what is the full form of cfc's,Chlorofluorocarbons,Full form of CFCs: Chlorofluorocarbons.,True,gpt4
