,question,golden_answer,answer,judge,model
1062,rizal finished all the chapters of the novel noli me tangere in,December 1886,December 1886,True,fid
1064,who declared war on the united states four days after pearl harbor,Fascist Italy,Germany,True,fid
1065,when did red bull come to the united states,1997,1997,True,fid
1067,what is the scientific name for the calf muscle,gastrocnemius muscle,gastrocnemius muscle,True,fid
1068,who made the song we are the world,produced by Quincy Jones,Michael Jackson,False,fid
1069,when did the movie napoleon dynamite come out,2004,2004,True,fid
1070,who dies in akame ga kill night raid,Tatsumi,Tatsumi,True,fid
1071,when was the biltmore house opened to the public,March 1930,March 1930,True,fid
1074,who is tinker air force base named after,Major General Clarence L. Tinker,Major General Clarence L. Tinker,True,fid
1075,who does the voice of cruz on cars 3,Cristela Alonzo,Cristela Alonzo,True,fid
1076,who's the original singer of help me make it through the night,Kris Kristofferson,Kris Kristofferson,True,fid
1077,where does the movie mothers day take place,Atlanta,Atlanta,True,fid
1078,what is the big gold dome in jerusalem,Dome of the Rock,Dome of the Rock,True,fid
1079,when did russia join the world economic forum,1997,"June 16, 1992",False,fid
1081,who sang once upon a dream at the end of maleficent,Lana Del Rey,Lana Del Rey,True,fid
1082,who played john connor in the original terminator,Michael Edwards,Michael Edwards,True,fid
1083,the octet rule states that in chemical compounds atoms tend to have the electron configuration of a,noble gas,noble gas,True,fid
1084,where is the oldest house in america located,Taos Pueblo,Bacon's Castle,False,fid
1085,who was the walker rick killed in the first episode,Addy Miller,Hannah,False,fid
1086,who sings the rap in baby by justin bieber,Ludacris,Ludacris,True,fid
1087,who plays the beast on the new beauty and the beast,Dan Stevens,Dan Stevens,True,fid
1088,who starred in the film far from the madding crowd,Michael Sheen,Michael Sheen,True,fid
1089,jawaharlal nehru centre for advanced scientific research jakkur campus,"Jakkur, Bangalore, India","Bangalore, India",True,fid
1090,two atoms of the same element that are covalently bonded,shared pairs or bonding pairs,a single bond,False,fid
1091,where is arachidonic acid found in the body,brain,brain,True,fid
1092,who appoints the chair of the federal reserve system,President of the United States,the President of the United States,True,fid
1093,how do you spell padawan from star wars,Padawan,Ahsoka Tano,False,fid
1094,who are the australia's got talent judges,Kelly Osbourne,Kelly Osbourne,True,fid
1095,when are general elections held in the us,every two to six years,November 8,False,fid
1098,who played the virgin in conull the destroyer,Olivia d'Abo,Grace Jones,False,fid
1099,who won the food network star in 2016,Tregaye Fraser,Justin Warner,False,fid
1100,how many scholarships do division 2 football teams get,36.0,36,True,fid
1101,when did sweet caroline start at red sox games,1997,1997,True,fid
1102,criminal minds what episode does jj find out she pregnullt,The Crossing,The Crossing,True,fid
1103,who was the book of philippians written to,Philippians,Philippians,True,fid
1105,what is the meaning of the name habib,beloved,beloved,True,fid
1106,who carried florida by 537 votes in 2000,George W. Bush,George W. Bush,True,fid
1107,when did ohio state join the big 10,1912,1912,True,fid
1108,where was the movie silver linings playbook filmed,Upper Darby,Upper Darby,True,fid
1110,who plays the dragon queen from game of thrones,Emilia Clarke,Emilia Clarke,True,fid
1111,when does episode 29 of boruto come out,"October 18, 2017","March 1, 2018",False,fid
1112,who played mr. kincaid on the partridge family,David Joseph Madden,Dave Madden,True,fid
1113,what kind of trees have heart shaped leaves,Catalpa,Catalpa,True,fid
1114,where did the british empire control an entire continent,Australia,Africa,False,fid
1115,when does dragon ball super episode 113 start,"October 29, 2017","March 18, 2018",False,fid
1116,distinctive characteristics of animals classified as vertebrates include,backbones,the vertebral column,True,fid
1118,what are the three fifty shades of grey books,Fifty Shades Darker,Fifty Shades Darker,True,fid
1119,who wrote the song going to kansas city,Jerry Leiber,Jerry Leiber,True,fid
1120,where did they film the game of thrones,Malta,Malta,True,fid
1121,how many pennsylvania house of representatives are there,203,203,True,fid
1122,who designed the first toy released by nintendo,Gunpei Yokoi,Gunpei Yokoi,True,fid
1123,who does the music for shimmer and shine,Bobby Tahouri,Bobby Tahouri,True,fid
1124,who does the civil rights act of 1964 protect,all Americans,all citizens,True,fid
1125,when did the nfl start playing in london,2007,2007,True,fid
1126,when did end of the road come out,1992,"June 30, 1992",True,fid
1127,who are the judges on do you think you can dance,Nigel Lythgoe,Mary Murphy,False,fid
1128,when do luke and lorelai get back together,Say Goodbye to Daisy Miller,In the final season,False,fid
1129,who sang the songs on walk the line,Reese Witherspoon,Phoenix,False,fid
1130,who was the great wall of china built to defend against,nomads from Inner Asia,the various nomadic groups,True,fid
1131,who played the beast in the movie beauty and the beast,Dan Stevens,Dan Stevens,True,fid
1132,what features of muscle contraction can be determined from an emg (electromyogram),electric potential generated,action potentials,True,fid
1133,what is the meaning of the word autumn,fall,the season,False,fid
1134,when did day light savings start in the us,1918,1918,True,fid
1135,what is don quixote's horse's name,Rocinullte,Rocinullte,True,fid
1137,who plays the dad in pretty in pink,Harry Dean Stanton,Jack,False,fid
1138,who won an oscar for schindler's list,Steven Spielberg,Steven Spielberg,True,fid
1139,what is the purpose of the bromophenol blue dye in the samples,as a pH indicator,pH indicator,True,fid
1140,who plays zoey in i love you man,Rashida Jones,Rashida Jones,True,fid
1141,what is mercy mercy me by marvin gaye about,the environment,the environment,True,fid
1142,when was the mission san antonio de valero built,the 18th century,"May 1, 1718",True,fid
1143,when did the first battle of ypres end,22 November 1914,30 November,False,fid
1145,when was the cat and mouse act introduced,1913,1675,False,fid
1146,when does season 18 of law and order svu start,"September 21, 2016","September 21, 2016",True,fid
1147,when did lord howe island became a world heritage site,1982,1982,True,fid
1148,where did they live in sex and the city,New York City,New York City,True,fid
1151,who won the 2017 women's wimbledon final,Garbiñe Muguruza,Garbie Muguruza,True,fid
1152,what is the main objective of criminal law,Incapacitation,punishment and rehabilitation,True,fid
1153,who appoints the members of the board of governors of the federal reserve,the President,the President,True,fid
1154,the most common form of megalithic architecture in europe is,portal tomb,portal tomb,True,fid
1155,where is hallmark channel home and family filmed,"Los Angeles, California","Los Angeles, California",True,fid
1156,number of degree of freedom for plane mechanism,six,three,False,fid
1157,who plays dusty in the movie pure country,George Strait,George Strait,True,fid
1159,when did the passion of the christ come out,"February 25, 2004","February 25, 2004",True,fid
1160,how many nfl teams has st louis had,four,four,True,fid
1162,who missed the plane the day the music died,Tommy Allsup,Buddy Holly,False,fid
1164,where was the movie a walk among the tombstones filmed,New York City,New York City,True,fid
1165,what dynasty completed the great wall of china,Qin,the Ming dynasty,True,fid
1166,who gave a speech to the democratic national convention in 1984,Mario Cuomo,Walter Mondale,False,fid
1167,who won women's singles us open 2017,Sloane Stephens,Sloane Stephens,True,fid
1169,when will the flash season 4 episode 14 coming out,"February 27, 2018","March 18, 2018",False,fid
1170,who is the owner of phoenix mall in chennai,Phoenix Mills Limited,Phoenix Mills Limited,True,fid
1171,a request to the supreme court that it review a case that was already decided is made via a(n),a writ of certiorari,petition for certiorari,True,fid
1172,when did the usa join world war one,April 1917,April 1917,True,fid
1174,who sings don't take your guns to town,Johnny Cash,Johnny Cash,True,fid
1176,who is the young man in hawthorne's my kinsman major molineux,Robin,Robin,True,fid
1177,when did the nba create the 3 point line,the 1979–80 season,June 1979,True,fid
1178,what theater number was the aurora shooting in,9,Century 16,False,fid
1179,who played ben stone son on law and order,Michael Moriarty,Philip Winchester,False,fid
1180,who sang the them song for as told by ginger,Macy Gray,Macy Gray,True,fid
1181,where is dia de los muertos celebrated in mexico,the Central and South regions,Central and South regions,True,fid
1183,who wrote the country song i can only imagine,Bart Millard,Bart Millard,True,fid
1184,when did university stop being free in australia,1989,1 January 1974,False,fid
1185,the first line of http request message is called ____,A request line,request,True,fid
1186,when did the battle of badr take place,13 March 624,17 Ramadan,False,fid
1188,who is the supreme justice of the supreme court,John Roberts,John Roberts,True,fid
1189,who wrote i want to dance with somebody by whitney houston,Shannon Rubicam,Shannon Rubicam,True,fid
1190,the fellowship of the ring director's cut length,228 minutes,113 minutes,False,fid
1192,what song is played while raising the american flag,Reveille,The Star-Spangled Banner,False,fid
1193,who won la liga in the last 10 years,Barcelona,Barcelona,True,fid
1194,during which season does cape town receive rainfall,winter,Winter,True,fid
1196,who sings my anaconda don't want none,Sir Mix-a-Lot,Nicki Minaj,False,fid
1197,who sang i ran all the way home,The Impalas,The Impalas,True,fid
1199,capital of georgia the former soviet republic 7 letters,Tbilisi,Tbilisi,True,fid
1201,who sang i dig rock and roll music,"Peter, Paul and Mary","Peter, Paul and Mary",True,fid
1202,what is the meaning of cc and bcc,Blind carbon copy,Blind carbon copy,True,fid
1203,the victim was asking for it is an example of a,Victim blaming,victim blaming,True,fid
1204,what is the name of a camel with 2 humps,Bactrian,Bactrian,True,fid
1206,who plays big momma in big mommas house,Ella Mitchell,Ella Mitchell,True,fid
1207,who received the most (but not a majority of) electoral votes in 1824,Andrew Jackson,Andrew Jackson,True,fid
1208,who plays the walking boss in cool hand luke,Morgan Woodward,Thomas Morgan Woodward,True,fid
1209,what is the third book in the lunar chronicles,Cress,Cress,True,fid
1210,how many seasons of rules of engagement is there,7,7,True,fid
1212,who won the super heavyweight gold medal at the 2000 olympics,Audley Harrison,Audley Harrison,True,fid
1213,where can i get a state issued id,each state's DMV,each state's DMV,True,fid
1214,who is the ceo of what's up,Jan Koum,Richard T. Warner,False,fid
1215,where does cerebrospinal fluid flow to when it exits the cerebral aqueduct,the fourth ventricle,the fourth ventricle,True,fid
1216,who translated the play neel darpan into english,Michael Madhusudan Dutta,Michael Madhusudan Duta,False,fid
1217,under the federal unemployment tax act which party pays unemployment taxes,Employers,the states,False,fid
1218,what is the oldest street in the philippines,Colon Street,Colon Street,True,fid
1220,in florida it is illegal to sell alcohol before 1 pm on any sunday. this is an example of,Blue laws,Blue laws,True,fid
1222,what class of ship is the carnival glory,Conquest,Carnival Spirit,False,fid
1224,when did mcdonald's sell 1 million burgers,By 1965,1962,False,fid
1225,when did the united states host the world cup,1994,1994,True,fid
1226,who played mike stivic on all in the family,Rob Reiner,Rob Reiner,True,fid
1227,the secret of crickley hall how many episodes,3,13,False,fid
1228,who sang what i like about you originally,The Romantics,The Romantics,True,fid
1231,who is the first indian who got oscar for lifetime achievement,Mehboob Khan,Satyajit Ray,False,fid
1232,when did the ship hector arrived in pictou,1773,September 15,False,fid
1234,who played peter benton's sister on er,Jackie Robbins,Elizabeth Corday,False,fid
1235,who sang on the back in black album,Brian Johnson,Brian Johnson,True,fid
1236,who played gareth in four weddings and a funeral,Simon Callow,Hugh Grant,False,fid
1237,who is the actor that plays saul on grace and frankie,Sam Waterston,Sam Elliott,False,fid
1238,who sang the song oh what a lonely boy,Andrew Gold,Andrew Gold,True,fid
1239,who won the 2017 ncaa mens basketball tournament,North Carolina,North Carolina,True,fid
1240,when was christmas first celebrated as a holiday,336,336,True,fid
1241,how many plane surfaces does a cylinder have,two parallel planes,infinite,False,fid
1242,in which city are the wimbledon game held,"Wimbledon, London","Wimbledon, London",True,fid
1243,who played the first phantom of the opera,Michael Crawford,Michael Crawford,True,fid
1245,why does cooling water run through the condenser,condense the steam,to remove heat from the system,False,fid
1246,when does a cell have condensed visible chromosomes also known as sister chromatids,metaphase,metaphase,True,fid
1247,who played bat masterson in the tv series,Gene Barry,Gene Barry,True,fid
1249,who played caesar in planet of the apes war,Andy Serkis,Andy Serkis,True,fid
1250,when did men's curling start in the olympics,1924,1924,True,fid
1251,which hormone is released from the ruptured follicle or corpus luteum,progesterone,progesterone,True,fid
1253,what was hawaii's primary export to the united states,sugarcane,sugarcane,True,fid
1254,what is katie running from in safe haven,her abusive husband,her abusive and alcoholic husband,True,fid
1255,who sings i will go down with this ship,Dido,The Beautiful South,False,fid
1256,where does the last name hidalgo come from,Spanish,Spanish,True,fid
1257,jonny cash one piece at a time car,Cadillac,Cadillac,True,fid
1258,when was the canadian pacific railway started and finished,between 1881 and 1885,between 1968 and 1996,False,fid
1259,who built pedestrian bridge at florida international university,Munilla Construction Management,Munilla Construction Management,True,fid
1260,band who had a hit with heart and soul crossword,British pop band T'Pau,No Sweat,False,fid
1261,the german princes who chose the holy roman empire were called,prince-electors,the Archbishop of Mainz,False,fid
1262,where does the name de la rosa come from,Spanish,Spanish,True,fid
1263,who sang i knew the bride when she used to rock and roll,Dave Edmunds,Dave Edmunds,True,fid
1264,when did the first ninja turtles come out,1984,1987,False,fid
1265,what song did the titanic band play when it sank,"""Autumn""","Nearer, My God, to Thee",False,fid
1266,when was the wheel introduced to north america,about 1500 BC,1938,False,fid
1267,most home runs by 2 teammates in a season,115,115,True,fid
1268,season 2 attack on titan how many episodes,12,12,True,fid
1269,actor who plays dr avery on grey's anatomy,Jesse Wesley Williams,Jesse Wesley Williams,True,fid
1270,who played buffy the vampire slayer in the movie,Kristy Swanson,Kristy Swanson,True,fid
1271,who won season 2 of great british baking show,Joanne Wheatley,Joanne Wheatley,True,fid
1272,how long did the menendez brothers get in prison for killing their parents,life,life,True,fid
1273,who does marge's voice on the simpsons,Julie Deborah Kavner,Julie Deborah Kavner,True,fid
1274,what is the general structure of an url,a protocol,string of characters,False,fid
1275,who owned the colts when they left baltimore,Robert Irsay,Robert Irsay,True,fid
1276,who wrote the phantom of the opera music,Andrew Lloyd Webber,Andrew Lloyd Webber,True,fid
1277,when did the first movie of harry potter come out,16 November 2001,16 November 2001,True,fid
1278,where do secondary xylem and phloem cells arise from,The vascular cambium,vascular cambium,True,fid
1279,when did earth's atmosphere change due to living organisms,around 2.45 billion years ago,3.4 billion years ago,False,fid
1280,who played the dad in a christmas story,Darren McGavin,Darren McGavin,True,fid
1281,where was the first sonic drive in located,"Woodward, Oklahoma","Woodward, Oklahoma",True,fid
1282,who voices hiccup in how to train your dragon 2,Jay Baruchel,Jay Baruchel,True,fid
1283,where is the battle of britain flight based,RAF Coningsby in Lincolnshire,RAF Coningsby,True,fid
1284,when is i can only imagine coming out,"March 16, 2018","March 16, 2018",True,fid
1285,who sings the song rock you like a hurricane,German rock band Scorpions,German rock band Scorpions,True,fid
1286,who has the most conference championships in college basketball,Kansas,UCLA,False,fid
1287,which is the tallest building in the world 2018,Burj Khalifa,Burj Khalifa,True,fid
1288,vapor pressure of water at 100c in torr,759.9625,0.6,False,fid
1289,the plane of earth's orbit is called the,ecliptic,ecliptic,True,fid
1290,when is the strictly come dancing results show recorded,Saturday,Saturday,True,fid
1291,who sang the song brother let me be your shelter,Needtobreathe,Pearl Jam,False,fid
1292,what percent of the us population controls the wealth,1%,the top 1%,True,fid
1293,what languages are spoken in india the most,Hindi,Hindi,True,fid
1294,where does iron ore come from in australia,Western Australia,Western Australia,True,fid
1295,when was i can only imagine the song released,1999,1999,True,fid
1296,when did gaurdians of the galaxy 2 come out,2017,"May 5, 2017",True,fid
1297,hart of dixie season 4 how many episodes,10,10,True,fid
1298,who wrote old flames cant hold a candle to you,Hugh Moffatt,Hugh Moffatt,True,fid
1299,who plays the robot maid in richie rich,Brooke Wexler,Irona,False,fid
1300,who plays harry's mom in harry potter,Geraldine Margaret Agnew-Somerville,Geraldine Somerville,True,fid
1301,who sang you'll be a woman soon in pulp fiction,Urge Overkill,Urge Overkill,True,fid
1302,where does a roadrunner live in the desert,mountainous shrubland,usually in the desert,False,fid
1303,who was the first president of the constituent assembly,Dr. Rajendra Prasad,Sachchidanullda Sinha,False,fid
1305,when did first fast and furious come out,2001,2001,True,fid
1306,when does season 5 of the blacklist resume,"January 31, 2018","May 16, 2018",False,fid
1307,when do mr schuester and emma get together,the fourth season,the end of Season 4,True,fid
1309,where was the u.s.s maine when it exploded in 1898,Havana Harbor,Havana Harbor,True,fid
1310,in the honour of which god is anullt chaturdashi celebrated,Ganesh,Lord Vishnu,False,fid
1311,which central american nations border the pacific ocean and the caribbean sea,Nicaragua,Nicaragua,True,fid
1312,what kind of sentence contains an independent clause and a dependent clause,complex sentence,complex sentence,True,fid
1313,what was the book wealth of nations about,what builds nations' wealth,economics,True,fid
1314,when will the flash season 4 be released,"October 10, 2017","October 10, 2017",True,fid
1315,what is australia's location in the world and region,Oceania,Oceania,True,fid
1316,who does luke skywalker fall in love with,Mara Jade,Leia Organa,False,fid
1317,who was the original host of jokers wild,Jack Barry,Jack Barry,True,fid
1318,which organelle is the site of atp production and storage,mitochondrion,mitochondria,True,fid
1319,five tools of security management to overcome computer crime,Pre-evaluation,firewalls,False,fid
1320,who sang what are we doing in love,Dottie West,Dottie West,True,fid
1321,at what age are you no longer a toddler,36 months,18,False,fid
1322,how many episodes are there in ordeal by innocence,three,three,True,fid
1323,who played the hobbits in the lord of the rings,Ian Holm,Ian Holm,True,fid
1324,what does fancy dress mean in the uk,A costume,masked balls,False,fid
1325,how many seasons of the bastard executioner are there,one,one,True,fid
1327,who does the democratic republic of congo trade with,China,China,True,fid
1328,what was the purpose of the bantu education act,enforcing racially separated educational facilities,consolidate Bantu education,False,fid
1329,what type of snake is kaa in jungle book,Indian rock python,a huge and powerful snake,False,fid
1330,what is the snow on mars made of,water ice,water ice,True,fid
1331,when does elena turn into a vampire in the tv series,fourth season,fourth season,True,fid
1332,who gets first pick of fa cup games,BBC,BBC,True,fid
1333,what part of dc is howard university in,northwest Washington,Northwest Washington,True,fid
1334,what is the first covenullt in the old testament,the Noahic Covenullt,the Mosaic covenullt,False,fid
1335,who sings the theme song for living single,Queen Latifah,Kate Ryan,False,fid
1336,who said life is like a bowl of cherries,Lew Brown,Lew Brown,True,fid
1337,where is fort myers located at in florida,Lee County,Lee County,True,fid
1338,state the position of india in terms of population size,second,second,True,fid
1339,who became a leader of the indian national congress,Mahatma Gandhi,Mahatma Gandhi,True,fid
1340,winner of worst cooks in america season 5,Amber Brauner,La Toya Jackson,False,fid
1341,what is the filename extension used for all java source files,.java,.java,True,fid
1342,who cracked the enigma code in world war 2,Turing,Alan Turing,True,fid
1343,what is the job of the whip in congress,to ensure party discipline,ensure party discipline,True,fid
1346,how many house of representative do we have in nigeria,360,360,True,fid
1347,who was the actor who played grizzly adams,"""Dan"" Haggerty",Daniel Francis Haggerty,True,fid
1348,who sings blame it on the bossa nova,Eydie Gormé,Eydie Gormé,True,fid
1349,who is the supreme court judge was a former chief justice of kerala high court,Konakuppakatil Gopinathan Balakrishnull,Jasti Chelameswar,False,fid
1350,who has won more grand slam titles in tennis,Roger Federer,Roger Federer,True,fid
1351,how many times has the saints won the super bowl,1,1,True,fid
1353,how many gold medals did australia win in the 2000 olympics,16,five,False,fid
1354,where is the eagle creek fire located in oregon,Columbia River Gorge,Columbia River Gorge,True,fid
1355,different ways to spell corey for a boy,Corey,Corey,True,fid
1356,who sang the song should have been a cowboy,Toby Keith,Toby Keith,True,fid
1357,how many counties does the state of georgia have,159,159,True,fid
1358,who sang picking up pebbles and throwing them into the sea,Matt Flinders,Matt Flinders,True,fid
1359,who made the most free throws in nba history,Karl Malone,Wilt Chamberlain,False,fid
1360,which is the ring finger for male in india,the left ring finger,the right hand,False,fid
1361,what disney cartoon character's middle name is fauntleroy,Donald Duck,Donald Duck,True,fid
1362,who played king theoden in lord of the rings,Bernard Hill,Bernard Hill,True,fid
1363,dark parables return of the salt princess release date,September 2017,"March 15, 2018",False,fid
1364,where was the movie 500 days of summer filmed,Los Angeles,Los Angeles,True,fid
1365,who played emma in h2o just add water,Claire Rhiannon Holt,Emma Gilbert,False,fid
1366,where can carbon be found in the biosphere,soil,soil,True,fid
1368,where was the outlaw of josey wales filmed,Lake Powell,Lake Powell,True,fid
1369,who plays the dad in the new beauty and the beast,Kevin Kline,Kevin Kline,True,fid
1370,where does the saskatchewan river start and end,central Saskatchewan,Lake Winnipeg,False,fid
1371,where are the spanish steps located in italy,Rome,Rome,True,fid
1372,what does the m number mean on a pint glass,imperial fluid ounces,manufacturing company or site,True,fid
1373,other than water what else has hydrogen bonds,inorganic molecules such as water,proteins,False,fid
1374,when boy meets girl waiting for a star to fall,1988,1988,True,fid
1375,trick taking card game name derived from spanish for man,Skat,Tute,True,fid
1376,what percentage of the population is naturally blonde,2%,four percent,False,fid
1378,who sang first line of we are the world,Stevie Wonder,Stevie Wonder,True,fid
1379,who formed and first came to the colony of maryland,the English,English,True,fid
1380,who has played in the most masters tournaments,Gary Player,Gary Player,True,fid
1381,how much venom can a king cobra produce,420 mg,420 mg,True,fid
1383,where did you go to drink during prohibition,Speakeasies,speakeasies,True,fid
1384,where does the edinburgh fringe festival take place,"in Edinburgh, Scotland","Edinburgh, Scotland",True,fid
1385,who won the wwe championship elimination chamber 2018,Roman Reigns,Roman Reigns,True,fid
1386,where does safe haven take place in the book,"Southport, North Carolina","Southport, North Carolina",True,fid
1387,who came up with the term baby boomer,The Washington Post,Sylvia F. Porter,False,fid
1388,who was elected president of the united states in 1928,Herbert Hoover,Herbert Hoover,True,fid
1389,dogs name in the grinch who stole christmas,Max,Max,True,fid
1390,who played anne in anne with an e,Amybeth McNulty,Amybeth McNulty,True,fid
1392,theme of the song roar by katy perry,self-empowerment,empowerment,True,fid
1393,who picks the players in the nfl draft,each team,National Football League,False,fid
1394,who discovered gold in the sierra nevada of california,James W. Marshall,James W. Marshall,True,fid
1395,which mirror is used in vehicles for rear view,rear-view mirror,A rear-view mirror,True,fid
1396,how many medals did austria win in the 2011 alpine skiing world championships,8,five,False,fid
1397,who wrote lyrics for phantom of the opera,Charles Hart,Charles Hart,True,fid
1398,what culture region is germany a part of,Central Germany,Central Europe,False,fid
1399,mount and blade with fire and sword time period,1648-51,1648–1651,True,fid
1400,who pays medical bills in great britain where does the money come from to pay these bills,general taxation,general taxation,True,fid
1401,who plays poppy in the beat goes on,Amanda Leighton,Amanda Leighton,True,fid
1402,do you have to have a gun permit to shoot at a range,"Typically, no",no such regulations,True,fid
1403,how many ceos of fortune 500 companies are female,32,32,True,fid
1404,how many episodes is season 4 of the flash,23,23,True,fid
1405,where did zendaya place in dancing with the stars,Runner-up,second place,False,fid
1406,where does the last name baca come from,New Mexico,Spanish,False,fid
1407,what's the average lifespan of a basset hound,Median 10–12 years,11.3 years,True,fid
1408,where was the 2015 rugby union world cup held,England,England,True,fid
1409,in 1945 which party came into power in england,Labour Party,Labour Party,True,fid
1410,where does porter fly out of in toronto,Billy Bishop Toronto City Airport,Billy Bishop Toronto City Airport,True,fid
1411,how many votes to approve supreme court justice,A simple majority vote,A simple majority vote,True,fid
1412,who proposed that electrons behave like waves and particles,Einstein,Louis de Broglie,False,fid
1413,how many senators are there in the us senate,100,100,True,fid
1414,phase change from gas to solid is called,Deposition,Deposition,True,fid
1415,what is the longest english word in the dictionary,pneumonoultramicroscopicsilicovolcanoconiosis,pneumonoultramicroscopicsilicovolcanoconiosis,True,fid
1417,what percentage of the earth's surface is water,78%,71%,False,fid
1418,what is the definition of ph in water,potential of hydrogen,7.47,False,fid
1419,where do the neutrons come from in nuclear fission,Startup neutron source,nuclear reaction,False,fid
1421,who sang the theme song to that 70s show,Todd Griffin,Todd Griffin,True,fid
1424,when was the first dark tower book published,1982,1982,True,fid
1425,when was zero first used in mathematical operations,By 1770 BC,AD 628,True,fid
1426,what was one reason south carolina gave for its decision to secede from the union,to preserve slavery,slavery,False,fid
1427,who is the original singer of you re going to love me,Jennifer Holliday,The Clovers,False,fid
1428,who laid the foundation of school of possibilism,Strabo,Emile Littré,False,fid
1429,perth is the capital of which australian state,Western Australia,Western Australia,True,fid
1430,how much for a passport in the philippines,$60 abroad,950 pesos,True,fid
1431,who sang let me tell you about the birds and the bees,Jewel Akens,Jewel Akens,True,fid
1432,who carried the us flag in the 2014 olympics,Todd Lodwick,Todd Lodwick,True,fid
1433,who has more super bowl wins nfc or afc,NFC,NFC,True,fid
1434,when was the first time the internet was used,1969,1979,False,fid
1435,nuclear power plant that blew up in russia,Chernobyl,Chernobyl,True,fid
1436,who is stephanie's mom on the bold and the beautiful,Taylor Hayes,Taylor Hayes,True,fid
1437,when did the celebrities enter the big brother house,"February 7, 2018",Day 1,False,fid
1438,who did carolina lose to in the super bowl,Denver Broncos,Denver Broncos,True,fid
1439,what tectonic setting is responsible for the folded mountains of pennsylvania and the high himalaya,a convergent plate boundary,plate tectonics,True,fid
1440,who is the girl in the stone sour video say you'll haunt me,Joanna Moskawa,Joanna Moskawa,True,fid
1441,what kind of bird is in the lion king,red-billed hornbill,a hornbill,True,fid
1442,what's the biggest nfl stadium in the united states,Michigan Stadium,Michigan Stadium,True,fid
1443,who sings in cry baby for johnny depp,James Intveld,James Intveld,True,fid
1444,when did the red guards start and end,1966 and 1967,1966 and 1967,True,fid
1445,what type of database is library literature and information science,bibliographic,bibliographic,True,fid
1446,who sang the theme song from russia with love,Matt Monro,Matt Monro,True,fid
1447,who established the idea that microorganisms play a role in disease,Robert Koch,Louis Pasteur,False,fid
1448,where did this case of product tampering occur,the Chicago metropolitan area,United States,True,fid
1449,how many us states are commonwealths and which states are they,Kentucky,Four,False,fid
1450,who has the most all ireland hurling medals,Henry Shefflin,Henry Shefflin,True,fid
1451,where is season 3 of the detour filmed,Alaska,Alaska,True,fid
1452,how many paintings of sunflowers did van gogh paint,two,two,True,fid
1453,who is the actress that plays penny on the big bang theory,Kaley Christine Cuoco,Kaley Christine Cuoco,True,fid
1454,who is known as the philippine queen of bossa nova,Sitti Navarro,Katy de la Cruz,False,fid
1456,who was the father of the princes in the tower,Edward IV of England,Elizabeth Woodville,False,fid
1457,when did muhammad ali win an olympic gold medal,1960,1960,True,fid
1458,when was harry potter and the philosopher's stone made,14 November 2001,2001,True,fid
1460,a town in west yorkshire on the river aire home to a rugby league team,Castleford,Castleford,True,fid
1461,who sings only love can break your heart,Neil Young,Gene Pitney,False,fid
1462,who was assassinated during a visit to sarajevo in bosnia,Archduke Franz Ferdinulld of Austria,Archduke Franz Ferdinulld,True,fid
1463,surface area in many kinds of organs is important because the amount of surface determines,effective gas exchange,regulation of body temperature,False,fid
1464,when was the first book made into a movie,1924,1966,False,fid
1465,what is the salary of the ceo of microsoft,$84.3 million,$18 million,False,fid
1466,what allows chyme to enter the small intestine,pyloric valve,pyloric sphincter,True,fid
1467,who was the baby in ghost busters 2,Hank J. Deutschendorf II,Oscar,False,fid
1468,author of the hymn great is thy faithfulness,Thomas Chisholm,Thomas Chisholm,True,fid
1469,what type of rock dominates the earth's surface,Sedimentary,metamorphic,False,fid
1470,when is season 8 for game of thrones,2019,April 2019,True,fid
1471,who sang original i want a hippopotamus for christmas,Gayla Peevey,Gayla Peevey,True,fid
1472,what act did parliament pass after the boston tea party,The Intolerable Acts,The Intolerable Acts,True,fid
1474,who plays spock in the new star trek movies,Zachary John Quinto,Zachary John Quinto,True,fid
1475,how many nfl games were played in london,21,four,False,fid
1476,what is alpha centauri's approximate distance from earth,4.37 light-years,4.2 light-years,False,fid
1477,when did the ouija board game come out,"July 1, 1890","July 1, 1890",True,fid
1478,who said i will not go quietly into the night,Dylan Thomas,Dylan Thomas,True,fid
1479,who wins america's next top model cycle 20,Jourdan Miller,Jourdan Miller,True,fid
1480,what is the zebras name in peppa pig,Zuzu,Khumba,False,fid
1482,who played david on the assassination of gianni versace,Cody Fern,Cody Fern,True,fid
1483,who sang oh annie i not your daddy,Kid Creole and the Coconuts,Tropical Gangsters,False,fid
1484,all the gases in the earth's atmosphere,oxygen,oxygen,True,fid
1485,where does the last name galvez come from,Spanish,Spanish,True,fid
1486,where does the path train stop in newark,Newark Penn Station,Newark Penn Station,True,fid
1487,on which river did the exploration of the louisiana purchase begin,Missouri River,Missouri River,True,fid
1488,where did the last name taylor originate from,Old French,France,True,fid
1489,when does planet of the apes come out 2017,"July 14, 2017","July 14, 2017",True,fid
1490,when was the first time lebron went to the finals,2007,2016,False,fid
1491,who wrote it's gonna take a lot of love,Neil Young,Neil Young,True,fid
1492,who plays the voice of john smith in pocahontas,Mel Gibson,Mel Gibson,True,fid
1493,who was the mexican commander who surrendered to the texans at the capturing of san antonio,Sanchez Navarro,General Martn Perfecto de Cos,False,fid
1494,distance from one side of a bridge to the other crossword,span,footbridge,False,fid
