,question,golden_answer,answer,judge,model
736,who wrote the song photograph by ringo starr,George Harrison,"The song ""Photograph"" was co-written by Ringo Starr and George Harrison, his former bandmate from The Beatles .",True,newbing
739,who won the 2017 sports personality of the year,Mo Farah,"The winner of BBC Sports Personality of the Year 2017 was Sir Mo Farah, a world 10,000m champion and four-time Olympic champion .",True,newbing
741,where are the giant redwoods located in california,Humboldt County,The giant California coastal redwoods are found only in Northern California and along the coastline.  They can be found in a narrow strip of coastal California land less than 500 miles long from Big Sur to just north of the Oregon border.  Redwood National and State Parks is located about 325 miles north of San Francisco.,True,newbing
743,who was the first chief minister of west bengal,Prafulla Chandra Ghosh,The first Chief Minister of West Bengal was Prafulla Chandra Ghosh who was sworn on 15th August 1947.,True,newbing
744,who sings got my mind set on you,James Ray,"""Got My Mind Set on You"" is a song written by Rudy Clark and originally recorded by James Ray in 1962 .  It is best known for the cover version by George Harrison .",True,newbing
745,two main types of research methods used in psychology,quantitative data,The two main types of research methods used in psychology are qualitative and quantitative.  Qualitative research is when the data generated from using the research method is non-numerical while quantitative research is when the data is numerical.,True,newbing
746,who plays peter in what we do in the shadows,Ben Fransham,"The character Peter (also known as Petyr) in the 2014 mockumentary comedy horror film ""What We Do in the Shadows"" is portrayed by actor Ben Fransham.",True,newbing
747,when does the 14th season of grey's anatomy come out,"September 28, 2017","The 14th season of Grey's Anatomy premiered on September 28, 2017 with a special 2-hour premiere on ABC .",True,newbing
748,when was the first hunger games book published,"September 14, 2008","The first Hunger Games book was published on September 14, 2008.",True,newbing
750,where did the race in grease take place,Thunder Road,"The race scene in Grease was filmed at the Los Angeles River, between the First and Seventh Street Bridges.",True,newbing
751,what is the maximum data rate for the 802.11a standard select one,54 Mbit,The maximum data rate for the 802. 11a standard is 54Mbps.,True,newbing
752,a good that can be used in place of another good,A substitute good,"A good that can be used in place of another good is called a substitute or substitutable good.  In economics and consumer theory, it refers to a product or service that consumers see as essentially the same or similar-enough to another product.",True,newbing
753,where in the bible can i find the lord's prayer,the Gospel of Matthew,The Lord's Prayer can be found in two places in the New Testament section of the Bible.  It is mentioned first in Matthew 6:9-13 and secondly in Luke 11:2-4.,True,newbing
755,who become the ceo of it wipro company in 2016,Abid Ali Neemuchwala,"Abidali Neemuchwala became Wipro’s CEO on February 1, 2016 .",True,newbing
756,who does eric end up with in gossip girl,Jenny,"In a sweet surprise in the season 2 finale of Gossip Girl, Eric van der Woodsen ends up getting married to Jonathan Whitney.",False,newbing
757,who plays unis in she's the man,Emily Perkins,"The character Eunice in ""She's the Man"" is played by Emily Perkins.",True,newbing
758,who played booster in jingle all the way,Curtis Armstrong,The character Booster was played by Curtis Armstrong in the 1996 movie Jingle All The Way.,True,newbing
759,who is recognized as the founder of islam,the Islamic prophet Muhammad,"The founder of Islam is recognized as Muhammad.  He was an Arab religious, social, and political leader.",True,newbing
760,who plays emma in air bud world pup,Brittany Paige Bouck,"The character Emma Putter was a student at Fernfield High School who played on the Ferfield Timberwolves soccer team.  She was also the original owner of Molly, the Golden Retriever, and the girlfriend of Josh Framm.",False,newbing
761,how old was sasuke when his clan died,seven,Sasuke was around 7-8 years old when his clan died.,True,newbing
762,where do some of the natural air pollutants come from,wildfires,"Some natural sources of air pollutants include volcanic eruptions, which release various hazardous gases such as sulfur and chlorine, and particulate debris like ash particles .  Wildfires also release carbon monoxide and particulate matter into the atmosphere .",True,newbing
764,who is doing 2018 super bowl half time show,Justin Timberlake,"The featured performer for the Super Bowl LII Halftime Show on February 4, 2018 was Justin Timberlake.",True,newbing
767,where does the movie proof of life take place,The Republic of Tecala,"The movie ""Proof of Life"" is set in a fictional South American country called Tecala.  However, despite the filmmakers' desire to shoot Proof Of Life in Colombia, it was primarily filmed in Ecuador due to safety concerns.",True,newbing
768,where does us highway 1 start and end,"Fort Kent, Maine","U. S.  Highway 1 is a major north-south highway that serves the East Coast of the United States.  It runs 2,370 miles (3,810 km) from Key West, Florida north to Fort Kent, Maine at the Canadian border .",True,newbing
769,who scored the most points in a single game in the nba,Wilt Chamberlain,"The NBA single-game regular-season record for points scored by a player was set nearly six decades ago by Wilt Chamberlain who scored 100 points on March 2, 1962 .",True,newbing
770,where is natural gas found in the us,Louisiana,"In the United States, natural gas is produced from shale and other types of sedimentary rock formations by forcing water, chemicals, and sand down a well under high pressure.  Natural gas also occurs with deposits of crude oil.  Five of the 34 natural gas producing states accounted for about 70% of total U. S.  dry natural gas production in 2021.  The top five natural gas-producing states were: Texas (24. 6%), Pennsylvania (21. 8%), Louisiana (9. 9%), West Virginia (7. 4%), and Oklahoma (6. 7%).",True,newbing
771,when were the first general elections held in independent india,1951–52,"The first general elections of Independent India were held between 25th October 1951 and 21 February 1952.  It was a huge exercise in which a sixth of the world’s population was going to vote, making it the largest election conducted in the world at that time.",True,newbing
772,what was the tower of london originally used for,a royal residence,"The Tower of London was originally built as a fortress to protect London in the latter part of the 11th century .  It is actually a complex of several towers and structures .  Over time it has served many purposes including being used as a prison, menagerie, palace, mint and repository for the crown jewels .",True,newbing
773,what type of fuel goes in a zippo,lighter fluid,"Zippo lighters use a liquid fuel made up of a petroleum distillate or synthetic isoparaffinic hydrocarbon known as naphtha.  Zippo also makes a butane fuel that can be used for candle lighters, outdoor utility lighters, and flex neck lighters.",True,newbing
774,first jnullpith award was an autor of which language,Malayalam,The first Jnullpith Award was given in 1965 to G.  Shankar Kurup for his work in Malayalam language .,True,newbing
775,who played the mad hatter in the batman tv show,Roddy McDowall,The actor who played the Mad Hatter in the Batman TV show was David Wayne.,True,newbing
777,in photosynthesis the carbon in co2 is initially fixed to what molecule,3-phosphoglycerate,"In photosynthesis, carbon dioxide (CO2) is fixed to a molecule called ribulose-1 5-bisphosphate (RuBP) by an enzyme called ribulose-1 5-bisphosphate carboxylase (RuBisCO).  This creates two 3-carbon molecules called 3-phosphoglycerate (3PG).",True,newbing
778,who voices randy in f is for family,T.J. Miller,Randy is a recurring character on F is for Family and he is voiced by T. J.  Miller.,True,newbing
781,what does istj mean in a personality test,Extroverted Thinking (Te),"ISTJ stands for Introversion, Sensing, Thinking and Judgment.  It is one of the 16 personality types found on the Jung Personality Test.  People with an ISTJ personality type tend to be reserved, practical and quiet.  They enjoy order and organization in all areas of their lives including their home, work, family and projects.",True,newbing
782,who does the voice of ash in sing,Scarlett Johansson,The voice of Ash in the movie Sing is provided by Scarlett Johansson.,True,newbing
784,with a land area of 54 314 square miles where does wisconsin rank among the 50 states,25,Wisconsin is the 25th-largest state by total area.,True,newbing
785,who plays charles on have and have nots,Nick Sager,The actor who plays Charles Frederickson on Tyler Perry’s soap opera The Haves and the Have Nots on OWN is Nick Sagar.  He joined the cast in Season 5.,True,newbing
786,who wrote the book my country my life,L. K. Advani,"The book ""My Country My Life"" is an autobiography by L. K.  Advani, an Indian politician who served as the Deputy Prime Minister of India from 2002 to 2004 and was the Leader of the Opposition in the 15th Lok Sabha.  The book was released on 19 March 2008 by Abdul Kalam, the eleventh President of India.",True,newbing
787,when did the east india company take control of india,in 1757,"The East India Company began to control the government, economy and education system of India from 1757.",True,newbing
788,where does the water come from to fill lake eyre,Warburton River,"Most of the water reaching Lake Eyre comes from river systems of semi-arid inland Queensland, roughly 1,000 kilometers (620 mi) to the north.  A smaller amount of water comes down from Northern Territory from the Finke River catchment via Macumba River.",False,newbing
789,who is the founder of google and when was it founded,1998,"Google was founded on September 4, 1998 by Larry Page and Sergey Brin while they were PhD students at Stanford University in California .",True,newbing
790,who did the dominican republic gain its independence from,Haiti,"The Dominican Republic gained its independence from Haiti on February 27, 1844 .  Prior to that, it had gained independence from Spain in 1821 but was subsequently invaded and occupied by Haiti for two decades .",True,newbing
791,how did early humans make use of stones during the prehistoric period,hunt,"During the prehistoric period, early humans made use of stones as simple tools.  In the Paleolithic period (roughly 2. 5 million years ago to 10,000 B. C. ), early humans lived in caves or simple huts or tepees and were hunters and gatherers.  They used basic stone and bone tools, as well as crude stone axes for hunting birds and wild animals .",True,newbing
792,who wrote the text for jeanie with the light brown hair,Stephen Foster,"""Jeanie with the Light Brown Hair"" is a parlor song written by Stephen Foster (1826–1864) .  It was published by Firth, Pond & Co.  of New York in 1854 .",True,newbing
793,the basic steps of rational decision making include defining goals and,Implementation of plans,"The basic steps of rational decision making include defining goals and identifying a problem or opportunity .  One model suggests a 7-step process: 1.  Verify and define your problem.  2.  Research and brainstorm possible solutions for your problem.  3.  Set standards of success and failure for your potential solutions.  4.  Flesh out the potential results of each solution.  5.  Choose the best solution and test it.  6.  Track and analyze the results of your test.  7.  If the test solves your problem, implement the solution .",True,newbing
794,when was the design period known as art deco,1910–1939,The design period known as Art Deco was popular in the United States and Europe during the 1920s and 1930s.  It originated in France just before World War I.,True,newbing
795,where does the bob and tom show broadcast from,"WFBQ in Indianapolis, Indiana","The Bob & Tom Show is a syndicated US radio program established by Bob Kevoian and Tom Griswold at radio station WFBQ in Indianapolis, Indiana.",True,newbing
797,what part of brain is responsible for complex thinking,the frontal lobe,"The cerebrum is the main part of the brain that develops thinking.  It helps you play chess, solve a crossword puzzle, or figure out your next move in a complex video game.  The cerebrum has two hemispheres – the left hemisphere and the right hemisphere.  Each hemisphere controls the opposite side of the body.",True,newbing
798,who won the champions league final in 2016,Real Madrid,"The winner of the 2016 UEFA Champions League Final was Real Madrid.  They defeated Atlético Madrid 5–3 on penalties (1–1 after extra time) at the San Siro in Milan, Italy .",True,newbing
800,where was the movie strangers prey at night filmed,"Covington, Kentucky","The movie ""The Strangers: Prey at Night"" was filmed in several locations including Covington, Kentucky, Kincaid Lake State Park in Falmouth, Kentucky, and lower Cincinnati.  Filming began in June 2017 and concluded on July 10, 2017.",True,newbing
801,what order do the captain america movies go in,Captain America: Civil War,"The Captain America movies, including other movies where the character appears, are released as follows:1.  Captain America: The First Avenger (2011)2.  The Avengers (2012)3.  Captain America: Winter Soldier (2014)4.  Avengers: Age of Ultron (2015)5.  Captain America: Civil War (2016)6.  Avengers: Infinity War (2018)7.",True,newbing
802,when was i don't like mondays released,1979,"""I Don't Like Mondays"" is a song by Irish new wave group The Boomtown Rats.  It was released as the lead single from their third album, The Fine Art of Surfacing, on 13 July 1979 in the UK and October 1979 in the US.",False,newbing
803,what does the sun represent on the uruguay flag,the May Revolution of 1810,"The sun emblem on the Uruguay flag is known as the ‘Sun of May’ and it is a symbol of freedom and independence.  The sun also stands for independence, a similar symbol to the one found in the national flag of Argentina.",False,newbing
805,when did beryl markham fly across the atlantic,September 1936,"Beryl Markham flew across the Atlantic on September 4th, 1936 .  She was the first woman to fly solo across the Atlantic from east to west .",True,newbing
806,who played john clark sr on nypd blue,Joe Spano,The character John Clark Sr.  on NYPD Blue was played by Joe Spano.,True,newbing
807,what does the pearl symbolize in the bible,the Kingdom of Heaven,"In the Bible, pearls are used to symbolize God’s love and grace.  They are pure, beautiful, and rare just like God’s love for His children.  Pearls can also represent our own purity and beauty before Him.  They are also a symbol of wealth and royalty which reminds us that God treasures us more than anything else.",False,newbing
808,when did the song here comes the boom come out,May 2002,"The movie ""Here Comes the Boom"" was released on October 12, 2012 .",False,newbing
809,does archie end up with betty or veronica in riverdale,Betty,"It's hard to say for sure who Archie ends up with as Riverdale is still an ongoing series.  However, it seems that Archie has had relationships with both Betty and Veronica throughout the show ⁷⁸.",True,newbing
811,who does brant daugherty play in pretty little liars,Noel Kahn,Brant Daugherty is an American actor who played the role of Noel Kahn on Pretty Little Liars.,True,newbing
812,who played amy grant i i can only imagine,Nicole DuPort,"In the movie ""I Can Only Imagine"", Amy Grant was portrayed by actress Nicole DuPort .",True,newbing
813,who played the villain in tiger zinda hai,Sajjad Delafrooz,The villain in Tiger Zinda Hai was played by Sajjad Delafrooz.  He played the character of Abu Usman.,True,newbing
814,when did under the cork tree come out,"May 3, 2005","""From Under the Cork Tree"" is an album by Fall Out Boy that was released on May 3, 2005 .",True,newbing
815,when did korea separate into north and south,1945,"Korea was divided into North and South Korea at the end of World War II on 2 September 1945.  The Republic of Korea was established in southern Korea on 15 August 1948, followed by the establishment of the Democratic People's Republic of Korea in northern Korea on 9 September 1948.",False,newbing
816,who discovered the atom and in what year,early 1800s,"The concept of the atom was originally conceived by Greek philosopher Leucippus during the early part of the fifth century BCE.  However, it would be hundreds of years before these ideas could be backed up by experimental data.  The first truly direct evidence of atoms is credited to Robert Brown, a Scottish botanist who noticed that tiny pollen grains suspended in still water moved about in complex paths.  This observation was made in 1827.",True,newbing
817,creating appropriation bills falls under which power of congress,raising revenue,"Creating appropriation bills falls under Congress's authorization power.  An appropriations bill is legislation to appropriate federal funds to specific federal government departments, agencies and programs.  Through its authorization power, Congress exercises ultimate control over any government agency.",False,newbing
818,who sings the song let me love you,DJ Snake featuring Justin Bieber,"There are several songs with that title.  Some of them are sung by Mario, Ariana Grande featuring Lil Wayne and DJ Snake featuring Justin Bieber.",True,newbing
819,how many seasons are there for lost girl,5,Lost Girl is a Canadian supernatural drama television series that aired on Showcase for five seasons.,True,newbing
821,where was the first nhl hockey game played,Ottawa,"The first games in NHL history were played on December 19, 1917.  The Montreal Wanderers defeated the Toronto Arenas 10-9 at Westmount Arena in Montreal and the Montreal Canadiens skated to a 7-4 victory against the Ottawa Senators at Dey's Arena in Ottawa .",True,newbing
822,how many inches is the iphone 5s screen,4 in,The iPhone 5s has a screen size of 4. 0 inches.,True,newbing
823,where do the signals for apoptosis come from,from other cells,"Apoptosis can be triggered by signals from within the cell, such as genotoxic stress, or by extrinsic signals, such as the binding of ligands to cell surface death receptors.  Signaling for apoptosis occurs through multiple independent pathways that are initiated either from triggering events within the cell or from outside the cell.  Some examples of extracellular signals that trigger apoptosis include loss of growth factors, low oxygen levels (hypoxia), and radiation.",True,newbing
824,who made delhi as capital for the first time,the Pandavas,The capital of Delhi was first established by King Anullgapala from Tomara Dynasty.  He ruled major parts of Delhi and Haryana and founded Delhi in the 11th century CE.,False,newbing
825,what was the first capital city of australia,New South Wales,"The first capital city of Australia was Canberra.  It became the capital in 1913, 12 years after the former British colonies of Australia came together during the federation of colonies in 1901 to form the Commonwealth of Australia.",False,newbing
826,who won the womens 2017 ncaa basketball tournament,South Carolina,The South Carolina Gamecocks won the 2017 NCAA Division I Women's Basketball Championship by defeating the Mississippi State Bulldogs with a score of 67-55.,True,newbing
827,how many episodes of ray donovan series 3 are there,60,There are 12 episodes in season 3 of Ray Donovan.,True,newbing
828,when does canada switch to daylight savings time,the second Sunday of March,"In Canada, Daylight Saving Time starts on the 2nd Sunday of March at 2 a. m.  and ends on the 1st Sunday in November at 2 a. m.  For example, in 2023 it will start on Sunday, March 12th.",True,newbing
829,where does jack ryan live in patriot games,"Baltimore, Maryland","In the 1992 movie Patriot Games, Jack Ryan, played by Harrison Ford, lives in a traditional two-story house back in Maryland with a big front porch overlooking Chesapeake Bay .",False,newbing
830,who gave the famous objective co relative theory,T.S. Eliot,The theory of the objective correlative was largely developed through the writings of poet and literary critic T. S.  Eliot.  He first set forth this theory in his essay “Hamlet and His Problems” which was published in The Sacred Wood (1920).,True,newbing
831,what is the meaning of the name mandy,Lovable,"The name Mandy is primarily a female name of Latin origin that means ""lovable"" .  It is a pet form of Amanda .",True,newbing
832,what happened to the actor who played frost on rizzoli and isles,committed suicide,"The actor who played Barry Frost on Rizzoli & Isles was Lee Thompson Young.  Unfortunately, he passed away in August 2013 due to suicide.  He was found dead in his Hollywood home by the police.",True,newbing
833,which domain of life are humans members of,Eukarya,"Humans are members of the domain Eukarya.  Eukarya is a domain of life that includes all organisms with cells that have a nucleus.  Domains are the highest level of classification in biological taxonomy and there are three domains: Archaea, Bacteria, and Eukarya.",True,newbing
835,what was the alliance between great britian russia and france known as,The Triple Entente,"The alliance between Great Britain, Russia and France was known as the Triple Entente.  It was formed in 1907 after the signing of the Anglo-Russian Entente.",True,newbing
836,when was the death penalty reinstated in oregon,1984,The death penalty was reinstated by popular vote in Oregon in 1984.,True,newbing
837,what was icq as related to instant messaging,an instant messaging client,"ICQ is an instant messaging application that was originally developed in 1996 by Mirabellis and later acquired by Mail. Ru .  The name ICQ is a play on the phrase “I Seek You” and describes the app’s aim of helping users find people to chat with .  It features chatting, video calls, and SMS .",True,newbing
838,when does season 3 of the riveras start,"March 11, 2018",Season 3 of 'The Riveras' premiered on March 11 on NBC Universo.,False,newbing
839,chandra and bhaga river meets at the place,"Tandi, in Lahaul",The Chandra and Bhaga rivers meet at Tandi in the Lahaul Spiti district of Himachal Pradesh to form the Chenab river.,True,newbing
841,when was the national flag of india adopted,15 August 1947,"The national flag of India was adopted on July 22nd, 1947 during a meeting of the Constituent Assembly .  It became the official flag of the Dominion of India on August 15th, 1947 .",True,newbing
843,who is often associated with printing the first book using moveable type in germany,Johannes Gutenberg,"Johannes Gutenberg is often associated with printing the first book using movable type in Germany.  He completed it about 1455 working at Mainz, Germany .  The book is known as the Gutenberg Bible .",True,newbing
845,who are the artists in the traveling wilburys,Roy Orbison,"The Traveling Wilburys were a British-American supergroup consisting of Bob Dylan, George Harrison, Jeff Lynne, Roy Orbison and Tom Petty.  They were credited as brothers in the fictional Wilbury family and changed their pseudonyms after their first album .",True,newbing
846,who plays artemisia in 300 rise of an empire,Caitlin Carmichael,The character Artemisia in 300: Rise of an Empire was portrayed by French actress Eva Green.,True,newbing
848,which term describes the replacement of damaged cells to mend a tissue,Stromal cells,The term that describes the replacement of damaged cells to mend a tissue is regeneration.  Regeneration allows replacement of damaged tissue through cell replication and growth of tissues.  The end result of regeneration is as if nothing happened - this tissue will be normal.,False,newbing
849,where are haploid cells found in the human body,sperm,"Haploid cells contain a single set of chromosomes.  In humans, only the gametes (i. e. , sperm and egg cells) are haploid.  They contain 23 chromosomes.",True,newbing
850,form from material that has accumulated on the earths surface,Sedimentary rock,"Sedimentary rocks form from material that has accumulated on the Earth's surface.  The general term for this process of accumulation is deposition.  The material consists of products of weathering and erosion, as well as other materials available at the surface of the Earth such as organic material .",True,newbing
852,nickname given to railroad executives due to shady practices of their businesses,Robber baron,"The term ""robber baron"" was used to describe railroad executives known for their shady finullcial practices.",True,newbing
853,who is young george bailey in it's a wonderful life,Robert James Anderson,"The young George Bailey in Frank Capra's 1946 film ""It's a Wonderful Life"" was played by Robert J.  Anderson.",True,newbing
854,who won the battle of stirling bridge 1297,Scottish victory,"The Battle of Stirling Bridge was fought between Scottish and English armies at Stirling Bridge in 1297.  It was won decisively by the Scottish forces, led by William Wallace and Andrew de Moray.",True,newbing
855,who plays dylan in daddy's home 2,Owen Vaccaro,The character Dylan Mayron in Daddy's Home 2 is played by Owen Vaccaro.,True,newbing
856,where is the tablet of the ten commandments,Ark of the Covenullt,"According to the book of Exodus in the Torah, the Ten Commandments were revealed to Moses at Mount Sinai and inscribed by God on two tablets of stone kept in the Ark of the Covenullt.  The current location of these tablets is unknown.",True,newbing
857,when did the right to buy scheme start,1980,The Right to Buy scheme was introduced by the Housing Act 1980 in England and Wales and the Housing Tenullts Rights etc.  [Scotland] Act 1980.  It was prominent in the Conservative manifesto of 1979.,True,newbing
858,who issued gold coins for the first time in india,Gupta Empire,The first gold coins in India were issued by Kanishka the Kushan.  Roman denarii were the first gold coins to appear in India.  The Indo-Greeks became the first to issue gold coins in India.,False,newbing
860,what do mobile numbers start with in the uk,0,Mobile phone numbers in the UK are 11 figures long and always begin with 07.  All UK mobile numbers start with digits in the range 071-075 or 077-079.,True,newbing
864,who plays meredith quill in guardians of the galaxy 2,Laura Jane Haddock,Meredith Quill is portrayed by Laura Haddock in Guardians of the Galaxy Vol.  2 .,True,newbing
865,who is the guy on keeping up with the kardashians,Jonathan Cheban,"There have been several male cast members on Keeping Up with the Kardashians.  Some of them include Scott Disick, who is Kourtney Kardashian's ex-boyfriend , and Caitlyn Jenner .  Brandon and Brody Jenner also played supporting roles on the show .",False,newbing
867,locations for the film an englishman who went up a hill,Llanrhaeadr-ym-Mochnullt,"The film ""The Englishman Who Went Up a Hill But Came Down a Mountain"" was filmed in several locations.  It is based on a story about the real village of Taff's Well and its neighboring Garth Hill in Glamorgan .  However, due to urbanization of the area, it was filmed in more rural locations such as Llanrhaeadr-ym-Mochnullt and Llansilin in Powys .",True,newbing
868,when did bihar bifurcate from bengal and some parts of chota nagpur merged into bengal,1912,"Bihar remained a provincial unit until 1765 when it came under British rule and was merged with the state of Bengal along with Chota Nagpur to the south .  In 1912, Bihar and Orissa were separated from Bengal to form a new province .",True,newbing
870,where was 2017 beauty and the beast filmed,"Surrey, United Kingdom","The 2017 film ""Beauty and the Beast"" was shot almost entirely at Shepperton Studios in Surrey, England .  Some scenes were also filmed on location at spots that included Ashridge Forest and Ivinghoe Beacon – both at the National Trust-run Ashridge Estate in Buckinghamshire – and in the woodlands of the Surrey Hills close to the picturesque village of Shere .",True,newbing
871,what proposition made the insurance commissioner an elected position,Proposition 103,"In California, Proposition 103 made the Insurance Commissioner an elected position.  Previously it was a governor-appointed position .",True,newbing
872,where is the 7th game of the world series played,"Dodger Stadium, Los Angeles","In Major League Baseball (MLB), a game seven can occur in the World Series or in a League Championship Series (LCS), which are contested as best-of-seven series.  Based on the playoffs format arrangement, game seven—when necessary—is played in the ballpark of the team holding home-field advantage for the series.",False,newbing
873,who is the valley of the dolls based on,Dean Martin,"Valley of the Dolls is a novel by Jacqueline Susann published in 1966.  It is considered a roman à clef, with its characters based on famous figures such as Judy Garland, Carole Landis, Dean Martin, and Ethel Merman.",True,newbing
874,who was the actor who played crocodile dundee,Paul Hogan,The actor who played Mick Dundee in Crocodile Dundee (1986) was Paul Hogan.,True,newbing
875,where are trigger points located in the body,muscles,"Trigger points are discrete, focal, hyperirritable spots located in a taut band of skeletal muscle.  They produce pain locally and in a referred pattern and often accompany chronic musculoskeletal disorders.  They can develop mainly in the center of a muscle belly where the motor endplate enters (primary or central TrPs) and can demonstrate at different places in any skeletal muscles of the body.",True,newbing
877,who was the ottoman governor who led egypt in the years following the napoleonic wars,Husrev Pasha,"The Ottoman governor who led Egypt in the years following the Napoleonic Wars was Muhammad Ali⁷.  He was an energetic and ambitious Ottoman governor of Egypt from 1805 to 1848⁸.  During his long career he managed to augment Egypt's wealth, introduce long-lasting changes to its society, and embark on an expansionist policy that gravely threatened the Ottoman Empire⁸.",False,newbing
878,what role does the president play in foreign affairs,negotiates treaties with foreign nations,"The president of the United States plays a significant role in foreign affairs.  As the chief diplomat of the United States, the president is the dominullt force in foreign policymaking.  The president’s authority in foreign affairs is rooted in Article II of the Constitution.  The president has powers such as making treaties and appointing ambassadors.",True,newbing
879,who hit 6 sixes in an over in test cricket,Ravi Shastri,"I'm sorry, but I couldn't find any information about a player hitting 6 sixes in an over in test cricket.  However, there have been several instances of players hitting 6 sixes in an over in other formats of the game.  For example, Sir Garfield Sobers was the first player to hit six sixes in an over while playing for Nottinghamshire against Glamorgan in the English County Championship on 31 August 1968.",True,newbing
880,how long has it been since eagles went to super bowl,2018,"The Philadelphia Eagles last appeared in Super Bowl LII against the New England Patriots at U. S.  Bank Stadium in Minneapolis, Minnesota.  They won that game .",False,newbing
881,who did the united states win its independence from,the British Empire,"The United States won its independence from Great Britain.  On July 4, 1776, the Continental Congress adopted the Declaration of Independence which proclaimed the independence of the United States of America from Great Britain and its king.",True,newbing
882,who won season 8 of america's next top model,Jaslene Gonzalez,"The winner of season 8 of America's Next Top Model was Jaslene Gonzalez from Chicago, Illinois .  She was 20 years old at the time and notably had made it to the semi-finals of cycle 7 but was not cast .",True,newbing
883,who was an early advocate for using scientific methods based on inductive reasoning,Aristotle,"One early advocate for using scientific methods based on inductive reasoning was Aristotle.  His philosophy involved both inductive and deductive reasoning.  Aristotle's inductive-deductive method used inductions from observations to infer general principles, deductions from those principles to check against further observations, and more cycles of induction and deduction to continue the advance of knowledge .",True,newbing
884,the first political society started under british rule in india was,The British Indian Association,The first political society started under British rule in India was The British India Association.  It was formed as a result of the merger of the Landholders' Society and the Bengal British India Society in 1851 with Raja Radhakant Dev and Debendranath Tagore as its President and secretary respectively.,True,newbing
885,what is an example of a tricyclic antidepressant,Amineptine,"An example of a tricyclic antidepressant is Anafranil (clomipramine).  Some other commonly prescribed TCAs include Amitriptyline, Amoxapine, Desipramine (Norpramin), Doxepin, Imipramine (Tofranil) and Nortriptyline (Pamelor).",False,newbing
886,who won mark and goal of the year 2017,Joe Daniher,"In 2017, Daniel Rioli (Richmond) was awarded the Goal of the Year in the Australian Football League (AFL)⁶.  However, I couldn't find any information about who won Mark of the Year for 2017.",False,newbing
887,who will get ticket to finale in rising star 2,Hemant Brijwasi,"The four finalists who competed for the trophy in Rising Star 2 were Vishnumaya, Zaid Ali, Rohanpreet Singh and Hemant Brijwasi.  Hemant Brijwasi emerged as the winner of live singing reality show Rising Star 2 .",True,newbing
889,where does the term pop music come from,Britain,"The term ""pop music"" originated in Britain in the mid-1950s as a description for rock and roll and the new youth music styles that it influenced.",True,newbing
890,who became the king of ayodhya after ram,Kusha,"After Lord Rama left his mortal remains to become one with the Supreme Power, among his twin sons, the elder Kush took over the mantle and ruled Ayodhya.",True,newbing
892,when did equus first appear in fossil record,1820s,The genus Equus first appeared in the fossil record around 4-4. 5 million years ago during the Pliocene epoch .,False,newbing
893,where was percy jackson and the olympians filmed,Vancouver,"The movie Percy Jackson & the Olympians: The Lightning Thief was filmed in several locations.  Filming began in April 2009 in Vancouver, and Mammoth Studios in Burnaby was selected to be the studio.  Portions of the film were shot at the Parthenon in Nashville, Tennessee, that has a full-scale replica of the original Parthenon in Athens.",True,newbing
895,sending money home to the native country is an example of,international capital flows,"Sending money home to one's native country is an example of a remittance.  These funds are typically sent through money transfer agencies (e. g.  MoneyGram, Western Union) for a fee, through banks, or via friends or relatives visiting the country of origin.",True,newbing
897,who was charlie writing to in perks of being a wallflower movie,an unknown recipient,"In ""The Perks of Being a Wallflower"" movie, Charlie (played by Logan Lerman) writes a series of letters to an anonymous person .",True,newbing
898,who won the men's single title of australia open on 1 february 2015,Djokovic,Novak Djokovic defeated Andy Murray in the final of the 2015 Australian Open to win the men's singles tennis title.  It was his fifth Australian Open title and his eighth major title overall .,True,newbing
899,who played mr. willoughby in sense and sensibility,Matthew Gregory Wise,The role of John Willoughby in Sense and Sensibility was played by Greg Wise.,True,newbing
900,when is star vs the forces of evil coming back 2018,"March 3, 2018","The third season of Star vs.  the Forces of Evil premiered on July 15, 2017 with a television movie called ""Star vs.  the Forces of Evil: The Battle for Mewni"" and later episodes were scheduled for November 6, 2017.  The finale aired on April 7, 2018 .",False,newbing
902,who is the character of santa claus based on,Saint Nicholas,"The character of Santa Claus is based on traditions associated with Saint Nicholas, a 4th-century Christian saint.  In many European countries, Father Christmas fills the role.",True,newbing
905,where was one direction what makes you beautiful filmed,"Malibu, California","The music video for One Direction's ""What Makes You Beautiful"" was filmed on a beach in Malibu, California.",True,newbing
906,when did they start vaccinating for whooping cough,the 1920s,The first successful vaccine for whooping cough was developed by Dr.  Pearl Kendrick and Grace Eldering in the 1930s .  The United States began widespread vaccinations against whooping cough in the 1940s .,True,newbing
908,who created the pieta and also painted the ceiling of the sistine chapel,Michelangelo,The artist who created both the Pieta and painted the ceiling of the Sistine Chapel is Michelangelo Buonarroti.  He was born in Florence in 1475 and was known for his work as a sculptor before he was commissioned by Pope Julius II to paint the frescoes on the ceiling of the Sistine Chapel.,True,newbing
909,who played cory's older brother on boy meets world,Will Friedle,"Cory's older brother on Boy Meets World was Eric Matthews, played by Will Friedle.",True,newbing
910,who sings i want to be a rockstar,Nickelback,"The song ""Rockstar"" is by the Canadian rock band Nickelback from their fifth album, All the Right Reasons (2005).",True,newbing
912,who was the king of england in 1756,George II,The King of England in 1756 was King George II.,True,newbing
